epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,40447.2,0.69405,0.41799,1.01471,0.87336,0.8025,0.78769,0.65132,0.71531,1.20706,1.07153,0.00048275,0.00048275,0.00048275
33,41787.7,0.68736,0.41264,1.01178,0.88608,0.80061,0.80478,0.67073,0.7189,1.18421,1.07681,0.000458,0.000458,0.000458
34,43125.8,0.69534,0.40929,1.01661,0.88439,0.80822,0.79789,0.66424,0.72306,1.24419,1.07141,0.00043325,0.00043325,0.00043325
35,44461.6,0.67858,0.4001,1.0094,0.88513,0.80275,0.78981,0.6625,0.71676,1.28812,1.08553,0.0004085,0.0004085,0.0004085
36,45801.9,0.67551,0.40267,1.0093,0.89189,0.81334,0.81623,0.68796,0.70726,1.11141,1.05905,0.00038375,0.00038375,0.00038375
37,47141.2,0.6734,0.39167,1.00094,0.90345,0.79795,0.81035,0.67988,0.70598,1.13638,1.04914,0.000359,0.000359,0.000359
38,48475.1,0.6715,0.39381,1.00484,0.89699,0.79565,0.80462,0.67464,0.71504,1.14733,1.0593,0.00033425,0.00033425,0.00033425
39,49816.2,0.66039,0.3832,0.99685,0.89182,0.80491,0.79915,0.67694,0.70062,1.18656,1.05691,0.0003095,0.0003095,0.0003095
40,51160.7,0.65183,0.37984,0.99629,0.88395,0.81145,0.78325,0.66267,0.69682,1.23589,1.05538,0.00028475,0.00028475,0.00028475
41,52487.5,0.55338,0.2767,0.9108,0.88503,0.7908,0.77214,0.64572,0.71075,1.24986,1.07639,0.00026,0.00026,0.00026
